row,name,brand,reason
48738,Piantedosi Six 8'' Sub Rolls,Piantedosi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48739,Potato Burger Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48750,"Crispsy Wafer Bar Sticks, Milk Chocolate, Peanut B",Reese'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48804,Uncooked Flour Tortillas,My Nana'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48817,Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48832,Toasty Peanut Butter Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48833,Peanut Butter Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48836,French Twirls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48838,"Food Lion, Ginger Snaps",Food Lion,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48874,Flour Tortillas,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48906,"Skillet Classics, Cheeseeburger Macaroni And Chedd",Food Club,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48908,"Sweet & Salty Treat Frosted Pretzels, Salty",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48909,Pepperoni & Cheese Mini Pizza Bagels Mozzarella Ch,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48919,"Ginger Snaps Cookies, Ginger",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48924,Crav'n Flavour Ultra Thin Crust Pepperoni Pizza,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48925,"Frosted Peppermint Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48926,"Sausage & Pepperoni (made With Pork, Chicken & Bee",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48927,"Pub Style Four Meat Loaded With Toppings Sausage, ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48928,"Pub Style Supreme Loaded With Toppings Sausage, Pe",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48929,Pub Style Loaded With Toppings Pepperoni (made Wit,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48930,Pub Style Cheese Loaded With Toppings Whole Milk M,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48935,Crav’n Graham Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48940,Hushpuppies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48953,"Dilettante, Decadence Cookies, Dark Chocolate Cove",Seattle Gourmet Foods  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48954,Biscotti Bites,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48972,Street Taco Style Flour,Chi-Chi'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48977,"Elf On The Shelf, Cookie Bites, Vanilla",Cookies United  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48978,"New York Yankees, Cookie Bites",Cookies United  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48979,"Cookies United, New York Mets Cookie Bites",Cookies United  Llc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48982,"Waffles, Pumpkin Spice",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48985,"Waffles, Honey Oat",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48989,Confitos,Se Grocers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48990,Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48994,Cranberry Nut Sliced Loaf Cake,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48995,Pumpkin,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48996,"Best Brand Corp, Loaf Cake, Cranberry Nut",Telco Food Products,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
48998,Butter Spinzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49000,Ultimate Pepperoni,Bernatello'S Pizza Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49005,Air Fryer Seasoned Coating Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49015,Traditional Thin Crust Supreme Pizza,Uno,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49021,Sourdough Sliced Cracked Wheat Square Bread,Goldminer Bakery,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49022,Crusty White Baguette,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49026,Homestyle Pancake & Waffle Mix - Just Add Water,Bob'S Red Mill,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49032,"New Horizons, Chocolate Chip Cookies",Entertainment Production House Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49040,"Cafe Valley Bakery, Loaf Cake, Lemon Iced",Cafe Valley Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49041,"Dr Pepper Cake,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49050,"Pretzels & Sea Salt Dark Chocolate Thins, Sea Salt",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49070,"Albertsons Bakery, Egg Bagel",West Coast Grocery Company,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49093,Original English Muffins,Bowl & Basket,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49100,All Purpose Baking Mix,H-E-B,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49111,PITA Chips,H-E-B,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49113,Pretezels,Heb,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49115,Flour Tortillas Original Fajita,H-E-B,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49119,"Waffle Style, Low Fat",Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49120,"Waffles, Buttermilk",Meijer,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49127,"Hannaford, Crackers, Peanut Butter",Hannaford,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49128,Toasty Peanut Butter Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49129,Peanut Butter Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49131,"Hannaford, Waffles, Buttermilk",Hannaford,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49132,"Waffles, Multigrain",Hannaford,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49147,Cake Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49148,"Piggly Wiggly, Cookies, Pecan Shortbread",Piggly Wiggly,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49163,Gourmet White & Dark Chocolate Drizzle Popcorn Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49172,Mozzarella Bites,Farmrich,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49186,Mataron & Cheese,Pasta Usa,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49218,Buttermilk Waffles,Springfield,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49219,"Springfield, 12 Pancakes, Buttermilk",Springfield,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49224,Buttermilk Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49226,Potato Chips,Publix,US brand detected: publix
49227,Jasmine Rice,Publix,US brand detected: publix
49232,"Trail Mix, Dark Chocolate, Cranberry",Publix,US brand detected: publix
49234,"Guava Jelly Roll Slices, Guava",Publix,US brand detected: publix
49247,Beer Bread Mix,Krusteaz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49248,Honey Cornbread & Muffin Mix Fat Free,Krusteaz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49249,"Supreme Muffin Mix, Cranberry Orange",Krusteaz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49250,Pumpkin Spice,Krusteaz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49253,Sweet Corn Muffin And Cornbread Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49254,Cheddar Bay Biscuit Mix,Continental Mills  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49261,Old Fashioned Soft Sugar Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49262,Sourdough Loaf,Weis,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49265,Pumpkin Spice Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49267,Patriotic Star Pretzel,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49268,Yogurt Mini Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49273,Pancake Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49274,Rods Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49275,"Honey Wheat Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49280,"Millville, Pastry Crispss, Strawberry",Millville,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49281,"Millville, Pastry Crispss, Blueberry",Millville,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49284,Pretzels Sticks,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49291,"Toffee Pretzels, Milk Chocolate",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49292,Mini Twists Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49293,"Penguin Whole Wheat Baked Cheddar Snack Crackers,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49297,Macaroni And Cheese Sauce Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49298,Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49299,Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49300,Multigrain Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49301,"Raspberry Walnut Rugala Gourmet Pastry, Rugala",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49302,"Apple Cinnamon Rugala Flavours Gourmet Pastry, Rug",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49303,Cinnamon French Twists,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49304,Ginger Snaps,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49305,First Street Buttermilk Waffles,First Street,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49307,"Homestyle Waffles, Homestyle",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49310,Originals Holiday Peppermint Milk Chocolate Pretze,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49311,"Holiday Peppermint Dark Chocolate Pretzel Rods, Pe",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49318,"Cherry Blintzes, Cherry",Old Fashioned Kitchen Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49328,Mini Pizza Bagels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49329,Pecan Shortbread Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49348,Buttermilk Bar,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49397,Vegan C Cookie,Trader J,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49399,"Lieber's, Peanut Butter Pretzels",Lieber Chocolate & Food Products Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49402,Entertainment Crackers,Nabisco,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49404,Cheese Nips Crackers 1x1.000 Oz,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49405,Belvita Sandwich,Belvita,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49407,Toasted Pita Chips,Ritz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49409,Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49441,Egg Twist (challah),Brenner Brothers Baking Company,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49443,"Delicious Bakery, Pecan Shortbread",Vista Bakery  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49455,Traditional Gorditas Flour Tortillas,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49457,Almond Dark Chocolate,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49458,Macadamia Milk Chocolate,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49483,Twist Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49484,Rod Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49485,Honey Wheat Braided,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49486,Stick Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49487,Mini Twist Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49488,Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49502,Saltines Crackers,Dux,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49503,Crackers,Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49504,Sodas Crackers,Dux Sodas,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49505,"Crackers, Original",Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49506,"Ducales, Flavoured Crackers",Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49507,"Dux, Wheat Crackers",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49508,Saltin Tradicional,Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49509,"Crackers, Original Sodas",Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49510,"Saltin, Bran Crackers With Wheat And Oats Fibre",Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49511,Wheat & Oat Fibre Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49512,"Sodas Crackers, Original",Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49513,"Dux, Crackers, Sodas Original",Industrias Alimenticias Noel,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49520,Cinnamon Raisin Pre-sliced Bagels,Thomas,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49526,Soft Taco Flour Tortillas,Guerrero,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49541,"Handcrafted Confetion, Dark Chocolate Mint Bark",Nice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49546,"Yogurt Covered Star Pretzels, Natural Vanilla",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49548,Ginger Snap Cookies,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49549,Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49554,"Pretzel Crispss, Dark Chocolate & Peppermint",Dark Chcolate And Peppermint,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49555,Dark Chocolate Crunch,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49560,"Thin, Crunch Pretzel Snacks",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49562,"Thin, Crunchy Pretzel Snacks",Snack Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49563,Pretzel Crispss,Snack Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49564,"Thin, Crunchy Pretzel Snacks",Snack Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49565,"Thin, Crunchy Pretzel Snacks",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49566,"Thin, Crunchy Pretzel Snacks",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49567,"Pretzel Crispss Original Thin, Crunchy Pretzel Cra",Snack Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49574,Premium English Muffin,Market Basket,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49575,Large English Mugfins,Market Basket,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49580,Fettuccini Pasta In Creamy Parmesan And Romano Fla,Marie Callender'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49584,Sweet Hawaiian Rolls,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49585,Hawaiian Buns,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49586,Tailgaters Hawaiian Sweet Buns,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49587,Greek Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49588,Greek Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49592,"Gold Emblem, Pretzels, Peanut Butter",Gold Emblem,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49600,Enrobed Chocolate Peppermint Cookies,Cvs Pharmacy,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49619,"Gold Emblem, Greek Yogurt Pretzels",Gold Emblem,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49621,"Gold Emblem, Pretzels, Blueberry, Greek Yogurt",Gold Emblem,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49625,"Gold Emblem, Greek Yogurt Pretzels, Strawberry",Gold Emblem,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49631,Yogurt Covered Pretzels With Candy Cane Pieces,Gold Emblem,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49632,Milk Chocolate & White Fudge Covered Pretzel Trees,Gold Emblem,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49642,Old Fashioned Vegetable Soup,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49643,Classic Chicken Noodle With White Meat Chicken,Campbell'S Chunky,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49646,Chicken & Mini Round Noodles Soup,Campbell'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49647,Chicken & Star Shaped Pasta Soup,Campbell'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49668,Frozen Uncrustables Whole Wheat Peanut Butter,Smuckers,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49669,Peanut Butter & Strawberry Jam Sandwich,Smucker'S Uncrustables,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49670,Peanut Butter & Strawberry Jam Sandwich,Smucker'S Uncrustables,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49671,Pancake And Waffle Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49672,Hungry Jack Extra Light & Fluffy Pancake & Waffle ,Hungry Jack,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49677,Pennington Old Fashion Buns,Pennington,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49679,Fish Sticks,Portside,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49683,Cinnamon Swirled Vanilla Cake Topped With Walnuts ,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49685,Burritos,Senora Verde,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49686,Shortbread,The Moran Group Incorporated,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49689,Pastry Crispss,Smart Selections,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49707,"Edible Cookie Dough, Chocolate Chip",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49740,"Fannie May, Milk Chocolate Covered Miniature Pretz",Fannie May,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49741,"Fannie May, Dark Chocolate Covered Miniature Pretz",Fannie May,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49742,"Fannie May, Peanut Butter Pretzels Milk Chocolate",Fannie May,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49777,"Fannie May, Mini-pretzel Madness, Chocolate",Fannie May,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49798,Cheddar Cheese With Pretzels,Borden  Inc.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49799,Sharp Cheddar Cheese With Pretzels,Borden,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49800,"Borden, Good 2 Gether, Colby Jack Cheese With Pret",Borden,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49814,Original Fair Scone Shortcake Mix,Fisher,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49815,All Natural Pancake & Baking Mix,Fisher,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
49913,Diet Choose Up,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
49928,Diet Tonic Water,Compliments,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
50002,"Cream Cookies, Maple Syrup",L.B. Maple Treat,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50061,Vegetable Gyoza Dumplings,Summ!,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50062,Crispsy Vegetable Spring Rolls,Summ!,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50064,Strawberry Apple Pie Rolls,Summ!,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50116,Dr. Oetker Virtuoso Thin + Crispsy Crust Pizza Moz,Dr. Oetker,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50117,Dr. Oetker Virtuoso Thin + Crispsy Crust Pizza Sig,Dr.Oetker,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50134,Twix Caramel Mill Chocolate,Mars,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50135,Twix,Mars,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50136,Twix,Mars,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50144,Snack Size Twix,Mars,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50273,Pizza Kit,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50477,"Cookies, Ginger Snaps",Southern Home,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50691,Premium Beef Ravioli In Tomato And Meat Sauce,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50692,"Premium Beef Ravioli In Tomato And Meat Sauce, Bee",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50730,Holiday Drizzled Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50736,"Milk Chocolate Pretzels,",Johnvince Foods,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50737,Yogurt Pretzels,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50742,"Milk Chocolate Pretzels,",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50898,Bakery Pumpkin Spice Wafers,Voortman Bakery,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50899,"Strawberry & Banana Wafers, Banana",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50900,Mocha Wafers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
50980,Belgian Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51025,Artisan Sourdough Rolls,Rhodes,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51030,Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51031,Homestyle Waffles,Best Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51032,Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51034,Sandwich White Enriched Bread,Best Choice,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51035,Multi-grain Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51038,Homestyle Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51039,Buttermilk Waffles,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51041,"Best Choice, Hazelnut Creamy Spread With Breadstic",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51043,"Self Rising White Corn Meal, White",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51050,Chicken Egg Rolls,Ajinomoto,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51062,Milk Chocolate Covered Pretzel Rods,Mrs. Fields,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51063,Candy Cane Pretzel Rods,Famous Brands International,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51077,Pretzels Covered With White Coating Swirled Frosti,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51078,"Shortbread Cookies With Crunchy Pecans, Pecan",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51080,"Our Family, Chocolate Pretzel Nut Mix",Our Family,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51083,"HK Anderson White Frost Peanut Butter Pretzels, 20",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51085,"HK Anderson Original Pretzel Thins, 7.2 OZ",Hk Anderson,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51086,"Golden Quick Mini Twist Pretzels, 3.5 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
51089,Mini Pretzels,Shultz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
