row,name,brand,reason
28713,Amila Mango And Apricot Drink 45 GR,Amila,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
28722,Crinkle Cut Fruit Chutney,Willard,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
28807,Mug Treats (triple Chocolate Cake Mix With Chocola,Betty Crocker,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
28891,Whey 80 Chocolate,Biosalma,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
28893,Whey-80 Cinnamon Bun Flavour,Star Nutrition,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
28905,Hot Chocolate Sugar Free,Jarrah,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
28944,Golden Oren Vanilla Sandwich Cookies With Vanilla ,Oreo,US-style ingredient labeling: INS\d{3}
28946,Cream Crackers,Jacobs,US-style ingredient labeling: INS\d{3}
29006,Mentos Sugar Free Mint Gum Pocket Bottle,Mentos,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29011,Mentos Chewing Gum Pure Fresh Freshmint,Mentos,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29012,Mokto Mojito,Stallion Drinks,US-style ingredient labeling: INS\d{3}
29068,Whey Protein Chocolate Flavour,High Nutrition,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29110,Pepsi Zero Sugar,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29111,Pepsi Max,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29112,Pepsi Max Cherry,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29164,Turtle Chips,Orion,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29174,Chocolate Drink,Kofi,US-style ingredient labeling: INS\d{3}
29212,Salted Egg Fish Skin,Fairprice,US-style ingredient labeling: INS\d{3}
29371,D'lite Choco-chip Oat Cookies,Sugar Free,US-style ingredient labeling: INS\d{3}
29466,Butterscotch Crunch,Heritage,US-style ingredient labeling: INS\d{3}
29474,Muffin Mix,Betty Crocker,US-style ingredient labeling: INS\d{3}
29516,Thandaai Masala Powder,Ashok,US-style ingredient labeling: INS\d{3}
29537,Dark Chocolate Cookies,The Baker'S Dozen,US-style ingredient labeling: INS\d{3}
29548,Cloud9 Classic Energy Drink,Cloud9,US-style ingredient labeling: INS\d{3}
29563,Pista Badam Drink Mix,Rajam,US-style ingredient labeling: INS\d{3}
29568,Sosyo Drink Mixed Fruit,Hajoori,US-style ingredient labeling: INS\d{3}
29593,Superyou Protein Wafer Coffee,Superyou,US-style ingredient labeling: INS\d{3}
29646,Dr Pepper,Dr. Pepper,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29659,Chewing Gum,Wrigley'S,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29702,Sprite,Coca-Cola,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29834,Pepsi Max 2L,Pepsi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29845,Solo Zero Sugar Syrup,Solo,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
29989,Milo Malt Chocolate 200ml Pack,Nestlé,US-style ingredient labeling: INS\d{3}
29991,Latte 3in1,Nestlé,US-style ingredient labeling: INS\d{3}
29992,Cerelac (rice),Nestlé,US-style ingredient labeling: INS\d{3}
30019,"Cream Puffs, Vanilla",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30052,"Spartan, Peanut Butter, Crunchy",Spar,US brand detected: spartan
30055,"Spartan, Indulgent Creations A Premium Ice Cream, ",Spar,US brand detected: spartan
30057,"Spartan, Pasta Sauce, Tomato, Basil & Garlic",Spar,US brand detected: spartan
30058,"Spartan, Pie Filling, Very Cherry",Spar,US brand detected: spartan
30059,"Spartan, Pie Filling, Peach",Spar,US brand detected: spartan
30060,"Spartan, Juice, Tomato",Spar,US brand detected: spartan
30064,"Spartan, Minis Corn Dogs, Honey",Spar,US brand detected: spartan
30064,"Spartan, Minis Corn Dogs, Honey",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30065,"Spartan, Complete Pancake & Waffle Mix, Original",Spar,US brand detected: spartan
30065,"Spartan, Complete Pancake & Waffle Mix, Original",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30066,"Spartan, Pecan A Licious, Pecan Shortbread Cookies",Spar,US brand detected: spartan
30066,"Spartan, Pecan A Licious, Pecan Shortbread Cookies",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30068,"Spartan, Candy, Starlight Mints",Spar,US brand detected: spartan
30069,"Fresh Selections, Deliciously Soft Frosted Cookies",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30070,"Spartan, Fresh Selections, Peanut Crunch Mix",Spar,US brand detected: spartan
30070,"Spartan, Fresh Selections, Peanut Crunch Mix",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30072,"Spartan, Stuffed Jalapenos, Cheddar Cheese",Spar,US brand detected: spartan
30073,"Spartan, Fresh Selections, Cherry Berry Mix",Spar,US brand detected: spartan
30074,"Spartan, Cannellini Beans, White Kidney Beans",Spar,US brand detected: spartan
30077,"Spartan, Cream Puffs, Vanilla",Spar,US brand detected: spartan
30077,"Spartan, Cream Puffs, Vanilla",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30080,"Spartan, Pancakes, Buttermilk",Spar,US brand detected: spartan
30080,"Spartan, Pancakes, Buttermilk",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30081,"Spartan, Ultra Thin Sliced Colby Jack Cheese",Spar,US brand detected: spartan
30082,"Spartan, Potato Chips, Ripple",Spar,US brand detected: spartan
30083,"Spartan, Pizza Bites, Sausage & Pepperoni Pizza Wr",Spar,US brand detected: spartan
30083,"Spartan, Pizza Bites, Sausage & Pepperoni Pizza Wr",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30087,"Spartan, Half & Half Ultra-pasteurized",Spar,US brand detected: spartan
30088,"Spartan, Ultra-pasteurized Half & Half",,US brand detected: spartan
30093,"Spartan, Juice Cocktail, Cranberry",Spar,US brand detected: spartan
30096,"Spartan, Juice, Tomato",Spar,US brand detected: spartan
30106,Macaroni & Cheese Dinnerr,Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30107,"Spartan, Rice Cakes, Caramel Corn",Spar,US brand detected: spartan
30112,"Rice Mix, Spanish Style",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30114,"Spartan, Thin Crust Pizza, Original",Spar,US brand detected: spartan
30114,"Spartan, Thin Crust Pizza, Original",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30115,"Spartan, Ultra Thin Pizza Crust, Original",Spar,US brand detected: spartan
30115,"Spartan, Ultra Thin Pizza Crust, Original",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30117,Pasta & Sauce,Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30118,"Spartan, Baking Chips, Chocolate",Spar,US brand detected: spartan
30119,"Spartan, Real Semi-sweet Chocolate Baking Chips",Spar,US brand detected: spartan
30125,"Spartan, Shredded Low-moisture Part-skim Mozzarell",Spar,US brand detected: spartan
30129,"English Muffins, Cinnamon Raisin",Spar,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30130,"Spartan, Ultra-pasteurized Half & Half",Spar,US brand detected: spartan
30134,"Spartan, Cream Cheese, Original",Spar,US brand detected: spartan
30136,"Spartan, Garbanzo Beans Chick Peas",Spar,US brand detected: spartan
30146,Self Rising Flour,Pillsbury,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30158,Creamy Chicken & Noodles,Birds Eye,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30198,Fettuccine Alfredo With Broccoli,Heinz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30206,Spinach Striped Cheese Ravioli Pasta,Arla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30211,"Smoked Turkey Avocado Jalapeno Cornbread, Avocado ",Dierbergs Kitchen,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30224,"Harlan Bakeries, Angel Food Cake",Arla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30225,"Harlan Bakeries, Traditional Angel Food Cake",Arla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30245,"Premiere Moison, Organic Flaxseed Bread",S. G. Diversified Products Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30246,"Premiere Moison, Organic Spelt Bread",S. G. Diversified Products Inc,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30281,Harina Tortilla Ready Mix,Molinera De Mexico  S.A. De C.V.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30343,"Bake House Creations, Jumbo Buttermilk Biscuits",Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30351,"Specially Selected, Snickerdoodle Artisan Cookies,",Specially Selected,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30354,"Cookies, Cranberry Oat",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30367,"L'oven Fresh, Holiday Cookie Party Tray",Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30371,"Sandwich Biscuits, Strawberry",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30385,"Brookies, Salted Caramel",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30387,"Shortbread Cookies, Hot Cocoa",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30389,"Soft Baked Breakfast Biscuits, Mixed Berry",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30397,"Mini Sandwich Cookies, Peanut Butter & Jelly",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30398,"Mini Sandwich Cookies, Birthday Cake",Benton'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30422,Ritz Bits Peanut Butter,Ritz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30423,Wheat Thins Pita Chips Original 1x8.000 Oz,Mondelez,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30472,Chewing Gum Menthe Poivrée,Trident,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
30545,"Morrison's, Peter Pan, All Purpose Flour",Morrisons,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30546,Morrison's Texas Style Honey Sweet,Morrisons,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30574,"Centrella, Plain Bagels",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30575,"Centrella, Honey Wheat Bagels",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30576,"Centrella, Bagels, Blueberry",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30577,Raisin Cinnamon Bagels,Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30578,"Centrella, Multi Grain Bagels",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30579,"Centrella, Everything Bagels",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30580,"Centrella, Bagles, Chocolate Chip",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30581,"Centrella, Cinnamon Sugar Bagels",Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30583,Waffles,Centrella,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30584,Sof-twist Giant White Enriched Bread,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30592,White Enriched Bread,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30593,King Enriched Bread,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30594,Special Recipe Bread,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30601,Digestive Sweetmeal Biscuits,Burton'S Biscuit Co.,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30603,Scoop-able Pita Chips,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30605,Creamy Caesar Dressing,Key Food,US brand detected: key food
30606,Balsamic Vinaigrette Dressing,Key Food,US brand detected: key food
30607,"Key Food, Grated Parmesan Cheese",Key Food,US brand detected: key food
30608,"Key Food, Grated Romano Cheese",Key Food,US brand detected: key food
30609,"Key Food, Wheat Snack Crackers",Key Food,US brand detected: key food
30610,"Key Food, Quality, Corn Muffin Mix",Key Food,US brand detected: key food
30610,"Key Food, Quality, Corn Muffin Mix",Key Food,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30611,"Key Food, Juice, Tomato",Key Food,US brand detected: key food
30612,"Key Food, Large Ripe Olives",Key Food,US brand detected: key food
30614,Graham Crackers,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30615,"Key Food, Oyster Crackers",Key Food,US brand detected: key food
30615,"Key Food, Oyster Crackers",Key Food,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30617,"Key Food, Extra Sharp Cheddar Cheese",Key Food,US brand detected: key food
30618,"Key Food, Tartar Sauce",Key Food,US brand detected: key food
30627,"Jack's, Pizza Fries",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30632,Macaroni & Cheese Dinnerr,Asda,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30633,Saltine Crackers,Asda,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30634,Cookies,Asda,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30644,Baiocchi 200 Gr,Barilla,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30668,Asparagus & Cheese Cappellacci,Wegmans,US brand detected: wegmans
30669,Honey Mustard Dressing With Avocado Oil,Wegmans,US brand detected: wegmans
30697,Sparkle Sugar Cookie Mix,Target Stores,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30712,Italian Style Sausages,M&S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30728,Peanut Butter Pretzels,Kirkland Signature,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30902,Pancake And Waffle Mix,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30963,Croissant Loaf,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30964,Cran-raspberry Oat & Flax Bars,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30968,Mini Frosted Cookies,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30969,Blue And Green Tailgate Cookies,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30970,Scones,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30971,Scones,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30972,Petite Butter Scones,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30973,Chip Scones,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30974,Gourmet Brioche Loaf,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30981,Croissant LOAF,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
30984,Croissant Loaf,Schwartz,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31048,Asparagus - Portabella Quiche,Papa John'S Salads & Produce,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31072,Birthday Cake Mix,Yupik,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31237,Blueberry Pomegranate Granola Cookie Bakes,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31238,Blueberry Pomegranate Granola Bake,Co-op,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31315,Dark Chocolate Covered Pretzels With Peppermint Pi,Nestlé,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31387,Clean & Fresh Advance Multi Purpose,Dettol,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
31430,Honey Wheat Breas,Lidl,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
31431,Flour Tortillas,Lidl,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32127,Flour Tortillas,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32139,Honey Wheat Bread,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32140,Hamburger Buns,L'Oven Fresh,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32141,Premium Italian Bread,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32142,"Chicken & Avocado A Blend Of Chicken, Avocado, Moz",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32155,Graham Cracker Pie Crust,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32160,Peanut Butter Toast Crackers,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32167,Casa Mamita Chicken & Cheese Taquitos,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32185,Sugar Free Lemonade,Aldi,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
32202,Rising Crust Four Cheese Pizza,Aldi,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
32273,Honey Stars,Nestlé,US-style ingredient labeling: INS\d{3}
33642,Crispss,Poptastic,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
34350,Tortilla Chips Caramelized Onion,Karkish,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
35276,Thai Crispsy Chilli Larb Flavour,Mae Pranom,US-style ingredient labeling: INS\d{3}
35290,All-natural California Raisin Bun - 6 Pcs,Sunshine,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
35500,Coke No Sugar,Coca-Cola,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
35501,Coca Cola No Sugar 1.25,Coca-Cola,US-style ingredient labeling: CONTAINS.*PHENYLALANINE
35855,Pau BBQ Chicken,Kart'S,US-style ingredient labeling: INS\d{3}
36268,Our Famous Brown Bread,The Cheesecake Factory At Home,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36270,Pretzel Crispss Milk Chocolate Crunch,Snack Factory,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36276,Sunflower Butter Filled Pretzels,Simple Truth,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36277,Flour Tortlas,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36280,Toasted Sesame Water Crisps Crackers,Private Selection,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36283,Multi Grain,Private Selection,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36291,Buttermilk Pancakes,Roundy'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36309,Hot Roll Mix,Pillsbury,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36316,"Goldfish Baked Snack Crackers, Cheddar",Pepperidge Farm,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36318,Goldfish Colours,Pepperidge Farms,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36319,Farmhouse Thin-sliced Butter Bread,Pepperidge Farm,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36320,Goldfish Baked Snack Crackers Cheddar,Pepperidge Farm,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36321,Chessmen Butter Spring Shapes,Pepperidge Farm,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36322,Pepperidge Farm Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36323,Pepperidge Farm Crackers,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36324,Goldfish Colours,Pepperridge Farms,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36325,Made With Whole Grain Cheddar,Pepperidge Farm,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36336,Belgian Waffles,Western Family,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36337,Tortillas Mexico,,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36358,Extra Sharp Yellow Cheddar Pepperoni And Crackers,Barr,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36362,Sesame Hamburger Buns,Signature Select,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36365,English Muffins Sourdough,Signature Select,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36366,Enritched Giant Onion Hamburger Buns,Signature Select,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36368,"Marie Callenders Biscuits And Sausage Gravy, 65 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36372,Chicken Pot Pie,Marie Callender'S,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36377,Belgian Waffles,Winn-Dixie,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36379,Golden Toasted Crackers,Hickory Farms,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36386,"IHOP Signature French Toast, 15.34 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36388,"Wicked Kitchen Coconut Curry Noodle Bowl, 11 OZ",,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36393,Breakfast Sandwich Chicken & Maple Breakfast Sausa,Applegate Naturals,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36401,Homestyle Soft Molasses Cookies,Archway,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36402,Sandies,Keebler,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
36403,Classic Sandies Shortbread,Keebler,US-style ingredient labeling: ENRICHED.*FLOUR.*FOLIC ACID
