row,name,category,pattern_matched
45621,Whittaker&#x27;s Dark Almond Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
45685,Meadow Fresh Yoghurt 1kg Delitful Strawberry,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
45802,Danish Cookies,"Snacks, Snacks sucrés",\bsucrés\b
46057,"Walkers Crackers, Oat, Three Seed","Snacks, Snacks sucrés",\bsucrés\b
46073,Sweet Cream Butter (salted),"Produits laitiers, Matières grasses",\bProduits laitiers\b
46292,Parmesan Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
46293,Crunchy Ladies Fingers Okra,Snacks salés,\bsalés\b
46669,Yogourt Caramel,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
46685,Turkkilainen Jogurtti,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
47027,Lighter Mature Grated Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
47116,Organic Dark Cooking Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
47444,Feta Cheese (p.d.o.),"Produits laitiers, Produits fermentés",\bProduits laitiers\b
47453,Light Yogurt Peach Fat Free,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
47544,Biscuits With Yogurt,"Snacks, Snacks sucrés",\bsucrés\b
47551,Garofalo Mozzarella Di Bufala,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
47557,Vanilla Milkshake,"Produits laitiers, Compléments alimentai",\bProduits laitiers\b
47799,Low Fat Greek Style Yogurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
48137,Quatre Fromage,macaroni-and-cheese,\bfromage\b
48194,Bordeaux Cookies,"Snacks, Snacks sucrés",\bsucrés\b
48196,Distinctive Golden Butter Crackers Ounce,"Snacks, Snacks salés",\bsalés\b
48198,Harvest Wheat Crackers,"Snacks, Snacks sucrés",\bsucrés\b
48217,Glodfish Xtreme Fromage,,\bfromage\b
49925,Zesty Cheese Crunchers,,\bfromage\b
50051,Yogurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
50113,Mousse Light Instant Dessert Mix Milk Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
50153,Skittles Gummy,"Snacks, Snacks sucrés",\bsucrés\b
50312,Honey Graham Wafers,"Snacks, Snacks sucrés",\bsucrés\b
50341,Cheese Smoked Pork Sausages,,\bfromage\b
50445,Lays Oven Baked,"Snacks, Snacks salés",\bsalés\b
50448,Garden Crispss,"Snacks, Snacks salés",\bsalés\b
50474,Roulés Suisses,"Snacks, Snacks sucrés",\bsucrés\b
50475,Milles Feuilles,"Snacks, Snacks sucrés",\bsucrés\b
50476,Ah Louis Super Sandwich,"Snacks, Snacks sucrés",\bsucrés\b
50557,Parmesan Italien Fromage Râpé,,\bfromage\b
50677,Sour Cream And Onion,"Snacks, Snacks salés",\bsalés\b
50755,Assortiment Chocolate Chaud,"Snacks, Snacks sucrés",\bsucrés\b
50811,Lunch Box Granola Bar Double Chocolate,"snacks, snacks-sucrés",\bsucrés\b
50812,Liberté Grec,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
50886,Dark Chocolate Cocoa Nibs,"Snacks, Snacks sucrés",\bsucrés\b
51831,"Lemon Bite Size Wafer Cookies, Lemon","Snacks, Snacks sucrés",\bsucrés\b
51832,Loacker Quadratini Vanilla Wafer Cookie,"Snacks, Snacks sucrés",\bsucrés\b
51833,"Chocolate Bite Size Wafer Cookies, Chocolate","Snacks, Snacks sucrés",\bsucrés\b
51837,Loaker Hazelnut,"Snacks, Snacks sucrés",\bsucrés\b
51843,"Quadratini Dark Chocolate Bite Size Wafer Cookies,","Snacks, Snacks sucrés",\bsucrés\b
52127,Royal Dansk Butter Cookies,"Snacks, Snacks sucrés",\bsucrés\b
52515,Orange Noir,"Snacks, Snacks sucrés",\bsucrés\b
52516,"Schmerling's Of Switzerland, Swiss Milk Chocolate, Rosemarie","Snacks, Snacks sucrés",\bsucrés\b
52573,Butter Shortbread,"Snacks, Snacks sucrés",\bsucrés\b
52867,Nairns Dark Chocolate Chip Oat Biscuits,"Snacks, Snacks sucrés",\bsucrés\b
52992,Biscuit Morceaux De Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
52993,Biscuit Avoine Et Raisins,"Snacks, Snacks sucrés",\bsucrés\b
52994,Biscuit Double Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
53119,Fruity Bears,"Snacks, Snacks sucrés",\bsucrés\b
53146,Gummy Bear,"Snacks, Snacks sucrés",\bsucrés\b
53425,Double Chocolate Granola Bars,"Snacks, Snacks sucrés",\bsucrés\b
53545,Ah Caramel Super Sandwich,"Snacks, Snacks sucrés",\bsucrés\b
53546,Passion Flakie,"Snacks, Snacks sucrés",\bsucrés\b
53647,Soft Baked Mini Cookies Chocolate Chip,"Snacks, Snacks sucrés",\bsucrés\b
53884,Milk Chocolate Bar,"Snacks, Snacks sucrés",\bsucrés\b
54358,Healthy Energy Balls Cacao & Nut Butter,"Snacks, Snacks sucrés",\bsucrés\b
54675,Jelly Beans,"Snacks, Snacks sucrés",\bsucrés\b
54850,L'ultime Gâteau D'anniversaire,,\bgâteau\b
54886,Parmesan Cheese Crispss,,\bfromage\b
56360,Panettone Classico,"Snacks, Snacks sucrés",\bsucrés\b
56384,Hi-chew,"Snacks, Snacks sucrés",\bsucrés\b
56737,Organic Pure Dark Chocolate Bar Cocoa,"Snacks, Snacks sucrés",\bsucrés\b
56805,Casse Croûte Jambon Fromage,"Sandwichs, Fast-food",\bfromage\b
56824,Flips Goût Fromage,"snacks, salty-snacks",\bfromage\b
56826,Lait Raisins Secs & Noisettes,"Snacks, Snacks sucrés",\bsucrés\b
56917,High Protein Bar Vegan,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
56951,Danone Danette Mousse Liégeoise Schokolade 2x(2x80g),"Produits laitiers, Desserts",\bProduits laitiers\b
56958,Kiri Gouter,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
56971,Zip &zap Boules Coco,"Snacks, Snacks sucrés",\bsucrés\b
56979,Chocolate Noisettes,"Snacks, Snacks sucrés",\bsucrés\b
56983,Croissant,"Snacks, Snacks sucrés",\bsucrés\b
56988,Mini Sandwich Poulet Emmental,"Sandwichs, Sandwichs au fromage",\bfromage\b
56998,Ail Ail Ail ! Mes Fines Herbes,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
57012,Halva,"Snacks, Snacks sucrés",\bsucrés\b
57013,Rice Crackers Finement Salé Promotion,"Snacks, Snacks salés",\bsalés\b
57016,Chocolate Noir Aux Amandes,"Snacks, Snacks sucrés",\bsucrés\b
57021,Cookie Fin Croust Sarrasin Chocolate Noir,"Snacks, Snacks sucrés",\bsucrés\b
57024,Croissant,"Snacks, Snacks sucrés",\bsucrés\b
57027,Tablette Choc'fleurs,"Snacks, Snacks sucrés",\bsucrés\b
57029,Super Seeds & Spirulina Organic Biscuits | Figs - Hazelnuts,"Snacks, Snacks sucrés",\bsucrés\b
57117,Haribo Twin Snakes,"Snacks, Snacks sucrés",\bsucrés\b
57138,Pingui,"Snacks, Snacks sucrés",\bsucrés\b
57180,Droprolletjes,"Snacks, Snacks sucrés",\bsucrés\b
57191,Crème Dessert Chocolate,"Produits laitiers, Desserts",\bProduits laitiers\b
57202,Vegan Oat Cookies,"Snacks, Snacks sucrés",\bsucrés\b
57313,Wholefood Balls,"protein balls, Snacks sucrés",\bsucrés\b
57464,Energy Aminos Pomme,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
57675,Biscuits Shortbread,"Snacks, Snacks sucrés",\bsucrés\b
57767,Ginger Christmas Tree Biscuits,"Snacks, Snacks sucrés",\bsucrés\b
57784,Hazelnut Waffles,"Snacks, Snacks sucrés",\bsucrés\b
57897,Mylk + Crispsies,"Snacks, Snacks sucrés",\bsucrés\b
57934,Halls - Cherry Flavour,"Snacks, Snacks sucrés",\bsucrés\b
57938,Fisherman's Friend Mint Sugar Free Lozenges -,"Snacks, Snacks sucrés",\bsucrés\b
58019,Molto Way Me Mbushje Kakao,"Snacks, Snacks sucrés",\bsucrés\b
58056,Soft Cake Layers,"Snacks, Snacks sucrés",\bsucrés\b
58128,Tuc Original - Biscuits Salé,"Snacks, Snacks salés",\bsalés\b
58129,Pim's Sinaasappel,"Snacks, Snacks sucrés",\bsucrés\b
58131,TUC Original,"Snacks, Snacks salés",\bsalés\b
58138,Côte D'or Lait Noisettes,"Snacks, Snacks sucrés",\bsucrés\b
58142,Marshmallow,"Snacks, Snacks sucrés",\bsucrés\b
58146,Gaufres Mini Suzi,"Snacks, Snacks sucrés",\bsucrés\b
58160,Studio 100 Plop Biscuits 12x200g 9X2 Pièces,"Snacks, Snacks sucrés",\bsucrés\b
58175,MAYA Gauffres Molles,"Snacks, Snacks sucrés",\bsucrés\b
58179,Pur Chocolate Noir,"Snacks, Snacks sucrés",\bsucrés\b
58185,Schokobons,"Snacks, Snacks sucrés",\bsucrés\b
58192,Bel &bio Thins Milk Almond - Coconut 6x120g,"Snacks, Snacks sucrés",\bsucrés\b
58303,Mini Rolada Ustrzycka,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
58382,Iso Whey Zéro Chocolate Blanc,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
58389,Choco Pie,"Snacks, Snacks sucrés",\bsucrés\b
58411,Chocolion,Chocolat à tartiner,\bchocolat\b
58413,Nouilles Dan Bol Curry Apollo,"Plant-based foods and beverages, Plant-b",\bNouilles\b
58415,Chocolate Noir Aux Eclats D'amandes,"Snacks, Snacks sucrés",\bsucrés\b
58421,Donut,"Snacks, Snacks sucrés",\bsucrés\b
58426,Raundy,"Snacks, Snacks sucrés",\bsucrés\b
58428,Tranches Fromages Fondu,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
58436,GO MINT,"Snacks, Snacks sucrés",\bsucrés\b
58596,"Swiss Milk Chocolate With Raisins, Hazelnuts & Almonds","Snacks, Snacks sucrés",\bsucrés\b
58598,Yogurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
58634,T Ko M Jagoda,"Snacks, Snacks sucrés",\bsucrés\b
58645,Oreo Goldem,"Snacks, Snacks sucrés",\bsucrés\b
58652,Black's Dark Chocolate Bar,"Snacks, Snacks sucrés",\bsucrés\b
58660,Daim 3PK Daim Imp,"Snacks, Snacks sucrés",\bsucrés\b
58721,Kinder Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
58740,Oat Biscuits,"Snacks, Snacks sucrés",\bsucrés\b
58741,Petit-déjeuner Biscuits,"Snacks, Snacks sucrés",\bsucrés\b
58759,"Nocciolata Dark Chocolate With Whole Hazelnuts, Dark","Snacks, Snacks sucrés",\bsucrés\b
58775,Super Popcorn Salato,"Snacks, Snacks salés",\bsalés\b
58856,Crunchy Tortilla Chips - Queso,"Snacks, Snacks salés",\bsalés\b
58865,Nonfat Yogurt With Strawberry Bits,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
58873,Turrón Jijona El Lobo All-natural,"Snacks, Snacks sucrés",\bsucrés\b
58886,Turron Excellence,"Snacks, Snacks sucrés",\bsucrés\b
58898,MIOS Cebolla,"Snacks, Snacks salés",\bsalés\b
58903,"Chocolate Amatller, Dark Chocolate","Snacks, Snacks sucrés",\bsucrés\b
58953,Plazma Keks Mini,"Snacks, Snacks sucrés",\bsucrés\b
58994,Haribo Veggy Mix,"Snacks, Snacks sucrés",\bsucrés\b
59009,Hard Ripened Cheese Wedge,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
59057,Fromage Chevre Fumé (hollande),"Produits laitiers, Produits fermentés",\bProduits laitiers\b
59097,Tortilla Chips Natural,"Snacks, Snacks salés",\bsalés\b
59112,Paul's Finest Quinoa,"Snacks, Snacks sucrés",\bsucrés\b
59249,Fried Cookies,"Snacks, Snacks sucrés",\bsucrés\b
59387,Butter Cookies,"Snacks, Snacks sucrés",\bsucrés\b
59503,Protéines Power Cookies Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
59923,Marinated Goat Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
59946,Sakata Seaweed Rice Crackers,"Snacks, Snacks salés",\bsalés\b
60497,L'atelier,"Snacks, Snacks sucrés",\bsucrés\b
60545,The Original Oreo,"Snacks, Snacks sucrés",\bsucrés\b
60609,Greek Style Live Yogurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
60763,Canadian Cheddar Popcorn Seasoning Imported From Canada,Assortiments d'assaisonnements,\bfromage\b
60769,"Shneider's Chocolateier, Dark Chocolate","Snacks, Snacks sucrés",\bsucrés\b
60811,Goji Coconut Protein Balls,"Snacks, Snacks sucrés",\bsucrés\b
60814,Carski Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
60881,Mao Croqui,"Snacks, Snacks sucrés",\bsucrés\b
60887,Car En Sac,"snacks, snacks-sucrés",\bsucrés\b
60890,300G Dragibus SOFT Haribo,"Snacks, Snacks sucrés",\bsucrés\b
60891,300G Cocobat Haribo,"Snacks, Snacks sucrés",\bsucrés\b
60903,Yoplait Skyr Fraise,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
60940,Peaches,"Snacks, Snacks sucrés",\bsucrés\b
60947,FRU FRU,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
60957,Kids Em-eukal,"Snacks, Snacks sucrés",\bsucrés\b
60986,Fromage Râpé Pour Pizza,"Dairies, Fermented foods",\bfromage\b
61043,Soft Baked Cookies,"Snacks, Snacks sucrés",\bsucrés\b
61049,Protein Bar Deluxe,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
61102,Kelgen,"Snacks, Snacks sucrés",\bsucrés\b
61167,Whole Milk,"Produits laitiers, Laits (fluide et poud",\bProduits laitiers\b
61281,Fat Greek Yoghurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
61298,Whey Protein,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
61353,Coffee Whitener,"Produits laitiers, Laits concentrés",\bProduits laitiers\b
61418,The Belgian Tablettes Noir 25x100g,"Snacks, Snacks sucrés",\bsucrés\b
61419,Dark Chocolate With Superfruit,"Snacks, Snacks sucrés",\bsucrés\b
61423,Milk Chocolate Salted Caramel,"Snacks, Snacks sucrés",\bsucrés\b
61461,Harva German Capsules Natural Weight Loss Support 400 Ml 30 ,Compléments alimentaires,\bCompléments alimentaires\b
61466,Granola Bar,"Snacks, Snacks sucrés",\bsucrés\b
61476,Delightfully Minty Dark Chocolate Thins,"Snacks, Snacks sucrés",\bsucrés\b
61482,Nero Fondente Extra,"Snacks, Snacks sucrés",\bsucrés\b
61494,Cremino Pistacchio,"Snacks, Snacks sucrés",\bsucrés\b
61499,Dark Chocolate Cocoa,"Snacks, Snacks sucrés",\bsucrés\b
61504,Amarettini,"Snacks, Snacks sucrés",\bsucrés\b
61521,Haribo Llaminadures Ossets D'or Box,"Snacks, Snacks sucrés",\bsucrés\b
61546,Tony's Chocolonely Milk Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
61633,Skinny Dipped Almonds,"Snacks, Snacks sucrés",\bsucrés\b
61828,Iighter Soft Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
62112,Bird's Custard Power,"Produits laitiers, Condiments",\bProduits laitiers\b
62166,Organic Greek Style Set Natural Bio-live Yogurt,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
62277,Roasted,"Snacks, Snacks sucrés",\bsucrés\b
62567,Protein Bar Cookie Dough,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
62569,Protein Bar,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
62618,Mini Sesame Bars With Dark Chocolate Jannis,"Snacks, Snacks sucrés",\bsucrés\b
62639,BLUE LAB WHEY,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
62657,Nick's Chocolate Noir Aux Amandes Et Sel De Mer,"Snacks, Snacks sucrés",\bsucrés\b
62774,Keto Protein Cookie,"Snacks, Snacks sucrés",\bsucrés\b
63045,Yogourt Grec Fraises,Produits laitiers,\bProduits laitiers\b
63097,Feta,"Dairies, Fermented foods",\bfromage\b
63128,Biscuits Soda Salés,"snacks, salty-snacks",\bsalés\b
63261,Fromage Suisse,,\bfromage\b
63283,Ritz Snackwiches,200,\bfromage\b
63303,Kraft Parmesan Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
63310,Creme À L'ancienne,"Produits laitiers, Crèmes",\bProduits laitiers\b
63428,Werther's Original Caramel Popcorn,"Snacks, Snacks sucrés",\bsucrés\b
63492,Laffy Taffy Strawberry,"Snacks, Snacks sucrés",\bsucrés\b
63588,Waffers With Strawberry,"Snacks, Snacks sucrés",\bsucrés\b
63599,Chip Assaisonnées,"Snacks, Snacks salés",\bsalés\b
63656,Extra Mature Cheddar,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
63713,Cottage Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
63812,Diesel Whey Isolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
63813,New Zealand Whey Isolate,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
63872,Lindt Cacao Bold Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
63963,Brownies,"Snacks, Snacks sucrés",\bsucrés\b
64008,Whey Protein,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
64118,Feastables - Milk Crunch,"Snacks, Snacks sucrés",\bsucrés\b
64293,Edelbitter Cacao,"Snacks, Snacks sucrés",\bsucrés\b
64317,FUN EGG,"Snacks, Snacks sucrés",\bsucrés\b
64340,Chocolate Excellence Noir Intense,"Snacks, Snacks sucrés",\bsucrés\b
64343,Car En Sac,"Snacks, Snacks sucrés",\bsucrés\b
64347,"Gerble - Gluten And Lactose Free Madeleines, 200g (7.1oz)","Snacks, Snacks sucrés",\bsucrés\b
64351,Sablés Normands,"Snacks, Snacks sucrés",\bsucrés\b
64352,Liquid Skimmed Cream,"Produits laitiers, Crèmes",\bProduits laitiers\b
64356,Roucoulons,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
64362,Bonbon Saveur Violette/violette HARD Candies,"Snacks, Snacks sucrés",\bsucrés\b
64366,Chocolate Noir Cacao,"Snacks, Snacks sucrés",\bsucrés\b
64368,Dark Chocolate | Santo Amaro | Vila Gracinda,"Snacks, Snacks sucrés",\bsucrés\b
64370,Chocolate Negro Limon,"Snacks, Snacks sucrés",\bsucrés\b
64392,Sour Strawberry Spaghetti Bag,"Snacks, Snacks sucrés",\bsucrés\b
64407,Cottage Cheese,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
64435,Filled Protein Bar Hazelnut Nougat,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
64441,Popcorn Sucre,"Snacks, Snacks sucrés",\bsucrés\b
64491,Protein Bar Peanuts,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
64498,Fortified Milk,"Produits laitiers, Laits",\bProduits laitiers\b
64565,Impact WHEY Isolate Chocolate Peanut Butter,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
64583,Blue Maize,"Snacks, Snacks salés",\bsalés\b
64636,Yoghurt Pur Natur Bio Framboise,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
64647,Camembert,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
64681,Madeleine,"Snacks, Snacks sucrés",\bsucrés\b
64733,Chocolate Noir Extra,"Snacks, Snacks sucrés",\bsucrés\b
64820,Gaufres Hollandaise,"Snacks, Snacks sucrés",\bsucrés\b
64860,Soft Nougat Cranberries & Erdnuss,"Snacks, Snacks sucrés",\bsucrés\b
64869,Green & Black Organic Dark Chocolate,"Snacks, Snacks sucrés",\bsucrés\b
64997,Jogobelka,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
65194,Comté,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
65336,Greek Style Yoghurt Lacto Free,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
65401,Bonbons Rosehen,"Snacks, Snacks sucrés",\bsucrés\b
65510,Correct Organic Spirulina Powder,"Compléments alimentaires, Spiruline",\bCompléments alimentaires\b
65522,Amino Energy,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
65680,Dark Chocolate And Almonds Protein Bar,"Snacks, Compléments alimentaires",\bCompléments alimentaires\b
65842,Chocolate Noir,"Snacks, Snacks sucrés",\bsucrés\b
65886,Feta,Fromage Feta (Chèvre),\bfromage\b
65890,Beurre Non Salé,"Produits laitiers, Matières grasses",\bProduits laitiers\b
65957,Nestle Extra Thick Cream,"Produits laitiers, Crèmes",\bProduits laitiers\b
65973,"Myprotein Casein, Vanille, Pulver","Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
66018,"Doll Instant Noodle, Sesame Oil Flavour, 3.53 Oz (30 Packs)","Plant-based foods and beverages, Plant-b",\bNouilles\b
66034,Daily Vitamines,"Compléments alimentaires, Compléments po",\bCompléments alimentaires\b
66326,British Medium Cheddar,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
66345,Peppermint,"Snacks, Snacks sucrés",\bsucrés\b
66378,Skyr Nature,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
66380,Beurre Extra-fin,"Produits laitiers, Matières grasses",\bProduits laitiers\b
66711,Mclellands Seriously Strong Cheddar White,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
66872,SKYR Nature,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
66875,Beure Non Salé Lurpak 200g Pqt,"Produits laitiers, Matières grasses",\bProduits laitiers\b
66934,Demi Crème,"Produits laitiers, Produits à tartiner",\bProduits laitiers\b
66945,Bifidus Jogurt Nature,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
66990,Maasdam,"Produits laitiers, Produits fermentés",\bProduits laitiers\b
67070,Dry Cured Prosciutto With Mozzarella,Prosciutto,\bfromage\b
